INCHI,SMILES,IC50,pIC50
UVYZONNTWFHSPK-KPKJPENVSA-N,Cc1cccc(-c2ccc3c(ccn3Cc3coc(/C=C/c4ccc(C(F)(F)F)cc4)n3)c2)c1,820,6.086186148
PYKAVGMHBXWHKV-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccccc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,17000,4.769551079
HOMOYDOJHAMLLJ-UHFFFAOYSA-N,Cc1cccc(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1O,38230,4.417595702
IWKYADYEFPLAEG-UHFFFAOYSA-N,CC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,52,7.283996656
BIMWWEYHEVYXDA-UHFFFAOYSA-N,CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,69,7.161150909
NZSOECPTESNCTF-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,48,7.318758763
LXVWRCNPCFIKGD-UHFFFAOYSA-N,O=C1NCc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,150,6.823908741
KIMIFWRATWXZEO-RMKNXTFCSA-N,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,62,7.207608311
SVRFIUCPQRDGOA-UHFFFAOYSA-N,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,2,8.698970004
SNPHORMIAYSVQZ-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC(C)C)c23)c1,21,7.677780705
ZYVUNNQGVXTJSW-UHFFFAOYSA-N,OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,8.4,8.075720714
LCDBKVBITYDADF-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,498,6.302770657
IITZAVGTWUTYHX-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCC4CCCCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,28,7.552841969
GPDZPPBNVFQOCS-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2cc1OC,77,7.113509275
XLFDKKYOEFVYCT-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,7,8.15490196
QSGIGRAFESHIBA-NSCUHMNNSA-N,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,89,7.050609993
UEJUKJJOSDYORR-QHCPKHFHSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,55,7.259637311
DIYFLUKUTVHJCO-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)nc3)ncnc2cc1OC,958,6.018634491
QHAHIGAQWUSAND-FJEPWZHXSA-N,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,8,8.096910013
AAGKMGNYUYCEPD-UHFFFAOYSA-N,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,1.6,8.795880017
YJDWLSMDQCVYOQ-JLHYYAGUSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,28,7.552841969
XPUIECRALWERTL-UHFFFAOYSA-N,OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11,7.958607315
CBYKZDODYSIEFB-UUILKARUSA-N,O=C1CSC(N/N=C/c2cc(Cl)ccc2O)=N1,1780,5.749579998
IMDOIOFYKKBZEN-MDWZMJQESA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,83,7.080921908
AXXNPLIUJGQSAQ-NRFANRHFSA-N,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,560,6.251811973
VKGFFGKYZCWSQV-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,6730,5.171984936
RKUBYGFDHATQAZ-UHFFFAOYSA-N,N#Cc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,8,8.096910013
SMSOSQRBSNFBDH-UHFFFAOYSA-N,COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,29,7.537602002
PGLLJXXZDBFPCN-UHFFFAOYSA-N,Oc1c(Br)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,1870,5.728158393
CQJUFAUBDFYNPH-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,78,7.107905397
OCPAAPUDKSPSJT-DHZHZOJOSA-N,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,45,7.346787486
XRWHSRBIHREGDO-UHFFFAOYSA-N,COc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,12050,4.919012953
OMVRJIWYIOEXTO-JXMROGBWSA-N,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,5,8.301029996
JSFBWAVHVHBINF-BKUMGXLKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,2100,5.677780705
AIKCGGJZJKSMHT-UHFFFAOYSA-N,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)Nc5ccccc5)c4)c(C)c3)c2c1,140,6.853871964
NAHPEMQMXDXGBZ-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,220,6.657577319
QFMCOTDYFYKZNH-UHFFFAOYSA-N,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,17,7.769551079
LEJHECNHNIKBPL-UHFFFAOYSA-N,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Cl)c1O,3450,5.462180905
GZIRRVFQWRHYHQ-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,509,6.293282218
ZXNLHZGFHDHRCO-UHFFFAOYSA-N,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1Oc1ccccc1,16,7.795880017
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.7,8.113509275
ZMUYXYMWLSIFRR-UHFFFAOYSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,27,7.568636236
VHVSXASVBMWAMX-UHFFFAOYSA-N,COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,96,7.017728767
JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,24.75666667,7.606307831
XWHJPZMQYNMSOJ-UHFFFAOYSA-N,Fc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,9.3,8.031517051
XQMZYPWMBLSXOO-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCO,27,7.568636236
HQCWJTWXBIUKSY-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,280,6.552841969
UEJUKJJOSDYORR-HSZRJFAPSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc32)c1,60,7.22184875
VLYYUZFBTALINK-QHCPKHFHSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,590,6.229147988
BMTLFVUIPBHECG-FMIVXFBMSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(N(C)Cc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,2100,5.677780705
UCDGCUOHOAAMOX-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,196,6.707743929
XPIMFGVJMFQULC-UHFFFAOYSA-N,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Br)cc1,19830,4.702677286
KIUAMDPDOOLKMH-UHFFFAOYSA-N,C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,3800,5.420216403
AQEJOYTVPDGMEW-RRSRKQOQSA-N,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@@H](C)N[C@@H](C)C1,19,7.721246399
MYVUJYZUPJWAOE-UHFFFAOYSA-N,OCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,110,6.958607315
SSNRTALFAXFKNE-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1,21000,4.677780705
GOGJVDDXUNCEQZ-XCVCLJGOSA-N,FC(F)(F)c1ccc(/C=C/c2nc(CNc3ccc(Cl)cc3)co2)cc1,1290,5.88941029
LGZNBXZSMPAJEZ-UHFFFAOYSA-N,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2c1,44,7.356547324
HRJCFUJRPZRZAO-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1,41,7.387216143
QDGDKZPMYPEBOC-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,59,7.229147988
RBVREWVCSCUBOY-UHFFFAOYSA-N,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,1.7,8.769551079
UVEBHXRRTIKHPI-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,800,6.096910013
OIOZIHCKXDQTLW-XCVCLJGOSA-N,FC(F)(F)c1ccc(/C=C/c2nc(CNc3ccc(Br)cc3)co2)cc1,30,7.522878745
MSNUOLHOXQPCSP-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1331,5.875821945
FHOMWNVSSMYQJF-SNAWJCMRSA-N,Cc1cc(Nc2ncnc3ccc(NC(=O)/C=C/CN(C)C)cc23)ccc1Oc1cc2nncn2cn1,2.85,8.54515514
DBBVLPYZSAWTHY-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccncc5)c4)c23)CC1,190,6.721246399
PQQWXVQKTIBKQQ-UHFFFAOYSA-N,COc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,29070,4.536554968
CMMUJJHJYMYOJR-UHFFFAOYSA-N,OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.1,8.292429824
SRIYNYFAYVOGRJ-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1,34,7.468521083
NUJUYKXECYPXAW-UHFFFAOYSA-N,Cc1cncc(COc2ccc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)cc2Cl)c1,60,7.22184875
IVWHTIHFZVYEIN-UHFFFAOYSA-N,C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)ccc1OCCN(C)C,23,7.638272164
TVMGXFANDKLGPL-UHFFFAOYSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CCNCC6)c45)ccc32)c1,120,6.920818754
DXPKZKIRPDLRJZ-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C#N)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,161,6.793174124
ZVCRDGKVDBJYMB-UHFFFAOYSA-N,C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)ccc1OCCO,14,7.853871964
APCFVCIEZAMJBU-FQEVSTJZSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CCCNC6)c45)ccc32)c1,170,6.769551079
BXBBCTASDUZGMZ-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncc(-c5ccccc5)s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1007,5.996970529
DLPSDPPZXRJQOY-UHFFFAOYSA-N,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,1.1,8.958607315
LCGCEYCAQPJEBN-UHFFFAOYSA-N,Cc1cccc(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1O,7130,5.14691047
RSIUAJHRAOKMFS-UHFFFAOYSA-N,COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,420,6.37675071
DGHCJBIQTOAXJQ-VZUCSPMQSA-N,O=C1CSC(N/N=C/c2cccc(O)c2)=N1,27830,4.555486794
